request_id,output_id,overall_status,failed_controls,review_controls
REQ-0636,OUT-0636,pass,,
REQ-0637,OUT-0637,pass,,
REQ-0638,OUT-0638,pass,,
REQ-0639,OUT-0639,fail,CONSENT_EXISTS,
REQ-0640,OUT-0640,pass,,
REQ-0641,OUT-0641,pass,,
REQ-0642,OUT-0642,pass,,
REQ-0643,OUT-0643,review,,CONTENT_SAFETY
REQ-0644,OUT-0644,fail,CONSENT_SCOPE_USAGE,
REQ-0645,OUT-0645,review,,CONTENT_SAFETY
REQ-0646,OUT-0646,pass,,
REQ-0647,OUT-0647,pass,,
REQ-0648,OUT-0648,pass,,
REQ-0649,OUT-0649,pass,,
REQ-0650,OUT-0650,pass,,
REQ-0651,OUT-0651,pass,,
REQ-0652,OUT-0652,pass,,
REQ-0653,OUT-0653,review,,AIGC_VISIBLE_LABEL
REQ-0654,OUT-0654,pass,,
REQ-0655,OUT-0655,pass,,
REQ-0656,OUT-0656,pass,,
REQ-0657,OUT-0657,pass,,
REQ-0658,OUT-0658,pass,,
REQ-0659,OUT-0659,pass,,
REQ-0660,OUT-0660,pass,,
REQ-0661,OUT-0661,pass,,
REQ-0662,OUT-0662,fail,CONTENT_SAFETY,
REQ-0663,OUT-0663,pass,,
REQ-0664,OUT-0664,pass,,
REQ-0665,OUT-0665,pass,,
REQ-0666,OUT-0666,pass,,
REQ-0667,OUT-0667,pass,,
REQ-0668,OUT-0668,review,,AIGC_VISIBLE_LABEL
REQ-0669,OUT-0669,pass,,
REQ-0670,OUT-0670,pass,,
REQ-0671,OUT-0671,pass,,
REQ-0672,OUT-0672,pass,,
REQ-0673,OUT-0673,pass,,
REQ-0674,OUT-0674,pass,,
REQ-0675,OUT-0675,fail,CONSENT_SCOPE_USAGE,
REQ-0676,OUT-0676,pass,,
REQ-0677,OUT-0677,pass,,
REQ-0678,OUT-0678,pass,,
REQ-0679,OUT-0679,pass,,
REQ-0680,OUT-0680,pass,,
REQ-0681,OUT-0681,pass,,
REQ-0682,OUT-0682,pass,,
REQ-0683,OUT-0683,pass,,
REQ-0684,OUT-0684,review,,AIGC_VISIBLE_LABEL
REQ-0685,OUT-0685,pass,,
REQ-0686,OUT-0686,pass,,
REQ-0687,OUT-0687,pass,,
REQ-0688,OUT-0688,pass,,
REQ-0689,OUT-0689,pass,,
REQ-0690,OUT-0690,pass,,
REQ-0691,OUT-0691,fail,CONSENT_EXISTS,
REQ-0692,OUT-0692,pass,,
REQ-0693,OUT-0693,pass,,
REQ-0694,OUT-0694,pass,,
REQ-0695,OUT-0695,pass,,
REQ-0696,OUT-0696,pass,,
REQ-0697,OUT-0697,pass,,
REQ-0698,OUT-0698,pass,,
REQ-0699,OUT-0699,pass,,
REQ-0700,OUT-0700,pass,,
REQ-0701,OUT-0701,fail,CONTENT_SAFETY,
REQ-0702,OUT-0702,pass,,
REQ-0703,OUT-0703,pass,,
REQ-0704,OUT-0704,pass,,
REQ-0705,OUT-0705,pass,,
REQ-0706,OUT-0706,pass,,
REQ-0707,OUT-0707,pass,,
REQ-0708,OUT-0708,fail,CONSENT_SCOPE_USAGE,
REQ-0709,OUT-0709,pass,,
REQ-0710,OUT-0710,fail,CONSENT_SCOPE_USAGE,
REQ-0711,OUT-0711,review,,AIGC_VISIBLE_LABEL
REQ-0712,OUT-0712,pass,,
REQ-0713,OUT-0713,pass,,
REQ-0714,OUT-0714,pass,,
REQ-0715,OUT-0715,pass,,
REQ-0716,OUT-0716,pass,,
REQ-0717,OUT-0717,pass,,
REQ-0718,OUT-0718,review,,AIGC_VISIBLE_LABEL
REQ-0719,OUT-0719,fail,CONTENT_SAFETY,
REQ-0720,OUT-0720,pass,,
REQ-0721,OUT-0721,pass,,
REQ-0722,OUT-0722,pass,,
REQ-0723,OUT-0723,pass,,
REQ-0724,OUT-0724,pass,,
REQ-0725,OUT-0725,pass,,
REQ-0726,OUT-0726,fail,"AIGC_INVISIBLE_LABEL,COMPLAINT_HANDLING",
REQ-0727,OUT-0727,pass,,
REQ-0728,OUT-0728,pass,,
REQ-0729,OUT-0729,pass,,
REQ-0730,OUT-0730,pass,,
REQ-0731,OUT-0731,pass,,
REQ-0732,OUT-0732,pass,,
REQ-0733,OUT-0733,pass,,
REQ-0734,OUT-0734,pass,,
REQ-0735,OUT-0735,review,,AIGC_VISIBLE_LABEL
REQ-0736,OUT-0736,pass,,
REQ-0737,OUT-0737,pass,,
REQ-0738,OUT-0738,pass,,
REQ-0739,OUT-0739,pass,,
REQ-0740,OUT-0740,pass,,
REQ-0741,OUT-0741,pass,,
REQ-0742,OUT-0742,pass,,
REQ-0743,OUT-0743,pass,,
REQ-0744,OUT-0744,pass,,
REQ-0745,OUT-0745,pass,,
REQ-0746,OUT-0746,pass,,
REQ-0747,OUT-0747,pass,,
REQ-0748,OUT-0748,pass,,
REQ-0749,OUT-0749,pass,,
REQ-0750,OUT-0750,pass,,
REQ-0751,OUT-0751,pass,,
REQ-0752,OUT-0752,pass,,
REQ-0753,OUT-0753,fail,CONSENT_EXISTS,
REQ-0754,OUT-0754,review,,AIGC_VISIBLE_LABEL
REQ-0755,OUT-0755,pass,,
REQ-0756,OUT-0756,pass,,
REQ-0757,OUT-0757,pass,,
REQ-0758,OUT-0758,pass,,
REQ-0759,OUT-0759,pass,,
REQ-0760,OUT-0760,pass,,
REQ-0761,OUT-0761,fail,AIGC_INVISIBLE_LABEL,
REQ-0762,OUT-0762,pass,,
REQ-0763,OUT-0763,pass,,
REQ-0764,OUT-0764,review,,CONTENT_SAFETY
REQ-0765,OUT-0765,review,,"CONTENT_SAFETY,COMPLAINT_HANDLING"
REQ-0766,OUT-0766,pass,,
REQ-0767,OUT-0767,pass,,
REQ-0768,OUT-0768,pass,,
REQ-0769,OUT-0769,pass,,
REQ-0770,OUT-0770,pass,,
REQ-0771,OUT-0771,pass,,
REQ-0772,OUT-0772,pass,,
REQ-0773,OUT-0773,review,,AIGC_VISIBLE_LABEL
REQ-0774,OUT-0774,pass,,
REQ-0775,OUT-0775,pass,,
REQ-0776,OUT-0776,pass,,
REQ-0777,OUT-0777,pass,,
REQ-0778,OUT-0778,review,,CONTENT_SAFETY
REQ-0779,OUT-0779,pass,,
REQ-0780,OUT-0780,pass,,
REQ-0781,OUT-0781,pass,,
REQ-0782,OUT-0782,pass,,
REQ-0783,OUT-0783,review,,AIGC_VISIBLE_LABEL
REQ-0784,OUT-0784,pass,,
REQ-0785,OUT-0785,fail,AIGC_INVISIBLE_LABEL,
REQ-0786,OUT-0786,review,,AIGC_VISIBLE_LABEL
REQ-0787,OUT-0787,pass,,
REQ-0788,OUT-0788,pass,,
REQ-0789,OUT-0789,pass,,
REQ-0790,OUT-0790,pass,,
REQ-0791,OUT-0791,review,,AIGC_VISIBLE_LABEL
REQ-0792,OUT-0792,pass,,
REQ-0793,OUT-0793,review,,AIGC_VISIBLE_LABEL
REQ-0794,OUT-0794,pass,,
REQ-0795,OUT-0795,pass,,
REQ-0796,OUT-0796,pass,,
REQ-0797,OUT-0797,pass,,
REQ-0798,OUT-0798,pass,,
REQ-0799,OUT-0799,pass,,
REQ-0800,OUT-0800,pass,,
REQ-0801,OUT-0801,pass,,
REQ-0802,OUT-0802,pass,,
REQ-0803,OUT-0803,review,,CONTENT_SAFETY
REQ-0804,OUT-0804,pass,,
REQ-0805,OUT-0805,pass,,
REQ-0806,OUT-0806,pass,,
REQ-0807,OUT-0807,pass,,
REQ-0808,OUT-0808,pass,,
REQ-0809,OUT-0809,pass,,
REQ-0810,OUT-0810,review,,CONTENT_SAFETY
REQ-0811,OUT-0811,pass,,
REQ-0812,OUT-0812,pass,,
REQ-0813,OUT-0813,review,,AIGC_VISIBLE_LABEL
REQ-0814,OUT-0814,pass,,
REQ-0815,OUT-0815,pass,,
REQ-0816,OUT-0816,pass,,
REQ-0817,OUT-0817,pass,,
REQ-0818,OUT-0818,pass,,
REQ-0819,OUT-0819,pass,,
REQ-0820,OUT-0820,pass,,
REQ-0821,OUT-0821,pass,,
REQ-0822,OUT-0822,pass,,
REQ-0823,OUT-0823,review,,CONTENT_SAFETY
REQ-0824,OUT-0824,fail,CONTENT_SAFETY,
REQ-0825,OUT-0825,pass,,
REQ-0826,OUT-0826,pass,,
REQ-0827,OUT-0827,pass,,
REQ-0828,OUT-0828,pass,,
REQ-0829,OUT-0829,pass,,
REQ-0830,OUT-0830,pass,,
REQ-0831,OUT-0831,pass,,
REQ-0832,OUT-0832,pass,,
REQ-0833,OUT-0833,pass,,
REQ-0834,OUT-0834,pass,,
REQ-0835,OUT-0835,pass,,
REQ-0836,OUT-0836,pass,,
REQ-0837,OUT-0837,fail,CONSENT_EXISTS,
REQ-0838,OUT-0838,pass,,
REQ-0839,OUT-0839,pass,,
REQ-0840,OUT-0840,fail,CONTENT_SAFETY,
REQ-0841,OUT-0841,pass,,
REQ-0842,OUT-0842,review,,AIGC_VISIBLE_LABEL
REQ-0843,OUT-0843,pass,,
REQ-0844,OUT-0844,pass,,
REQ-0845,OUT-0845,pass,,
REQ-0846,OUT-0846,fail,CONSENT_EXISTS,
REQ-0847,OUT-0847,pass,,
REQ-0848,OUT-0848,pass,,
REQ-0849,OUT-0849,pass,,
REQ-0850,OUT-0850,pass,,
REQ-0851,OUT-0851,pass,,
REQ-0852,OUT-0852,pass,,
REQ-0853,OUT-0853,pass,,
REQ-0854,OUT-0854,pass,,
REQ-0855,OUT-0855,pass,,
REQ-0856,OUT-0856,pass,,
REQ-0857,OUT-0857,pass,,
REQ-0858,OUT-0858,pass,,
REQ-0859,OUT-0859,pass,,
REQ-0860,OUT-0860,pass,,
REQ-0861,OUT-0861,pass,,
REQ-0862,OUT-0862,pass,,
REQ-0863,OUT-0863,pass,,
REQ-0864,OUT-0864,pass,,
REQ-0865,OUT-0865,pass,,
REQ-0866,OUT-0866,fail,CONSENT_EXISTS,
REQ-0867,OUT-0867,pass,,
REQ-0868,OUT-0868,pass,,
REQ-0869,OUT-0869,pass,,
REQ-0870,OUT-0870,pass,,
REQ-0871,OUT-0871,pass,,
REQ-0872,OUT-0872,pass,,
REQ-0873,OUT-0873,pass,,
REQ-0874,OUT-0874,pass,,
REQ-0875,OUT-0875,review,,AIGC_VISIBLE_LABEL
REQ-0876,OUT-0876,pass,,
REQ-0877,OUT-0877,pass,,
REQ-0878,OUT-0878,pass,,
REQ-0879,OUT-0879,pass,,
REQ-0880,OUT-0880,review,,CONTENT_SAFETY
REQ-0881,OUT-0881,fail,MODEL_FILING,
REQ-0882,OUT-0882,review,,AIGC_VISIBLE_LABEL
REQ-0883,OUT-0883,review,,CONTENT_SAFETY
REQ-0884,OUT-0884,pass,,
REQ-0885,OUT-0885,pass,,
REQ-0886,OUT-0886,pass,,
REQ-0887,OUT-0887,pass,,
REQ-0888,OUT-0888,pass,,
REQ-0889,OUT-0889,pass,,
REQ-0890,OUT-0890,pass,,
REQ-0891,OUT-0891,pass,,
REQ-0892,OUT-0892,pass,,
REQ-0893,OUT-0893,review,,AIGC_VISIBLE_LABEL
REQ-0894,OUT-0894,pass,,
REQ-0895,OUT-0895,pass,,
REQ-0896,OUT-0896,pass,,
REQ-0897,OUT-0897,pass,,
REQ-0898,OUT-0898,pass,,
REQ-0899,OUT-0899,pass,,
REQ-0900,OUT-0900,pass,,
REQ-0901,OUT-0901,pass,,
REQ-0902,OUT-0902,pass,,
REQ-0903,OUT-0903,pass,,
REQ-0904,OUT-0904,fail,AIGC_INVISIBLE_LABEL,
REQ-0905,OUT-0905,review,,AIGC_VISIBLE_LABEL
REQ-0906,OUT-0906,pass,,
REQ-0907,OUT-0907,review,,AIGC_VISIBLE_LABEL
REQ-0908,OUT-0908,pass,,
REQ-0909,OUT-0909,pass,,
REQ-0910,OUT-0910,pass,,
REQ-0911,OUT-0911,pass,,
REQ-0912,OUT-0912,pass,,
REQ-0913,OUT-0913,fail,CONTENT_SAFETY,
REQ-0914,OUT-0914,pass,,
REQ-0915,OUT-0915,pass,,
REQ-0916,OUT-0916,pass,,
REQ-0917,OUT-0917,pass,,
REQ-0918,OUT-0918,pass,,
REQ-0919,OUT-0919,pass,,
REQ-0920,OUT-0920,pass,,
REQ-0921,OUT-0921,pass,,
REQ-0922,OUT-0922,review,,CONTENT_SAFETY
REQ-0923,OUT-0923,pass,,
REQ-0924,OUT-0924,fail,MODEL_FILING,
REQ-0925,OUT-0925,pass,,
REQ-0926,OUT-0926,pass,,
REQ-0927,OUT-0927,pass,,
REQ-0928,OUT-0928,pass,,
REQ-0929,OUT-0929,pass,,
REQ-0930,OUT-0930,review,,CONTENT_SAFETY
REQ-0931,OUT-0931,pass,,
REQ-0932,OUT-0932,pass,,
REQ-0933,OUT-0933,pass,,
REQ-0934,OUT-0934,pass,,
REQ-0935,OUT-0935,pass,,
REQ-0936,OUT-0936,pass,,
REQ-0937,OUT-0937,pass,,
REQ-0938,OUT-0938,pass,,
REQ-0939,OUT-0939,pass,,
REQ-0940,OUT-0940,pass,,
REQ-0941,OUT-0941,pass,,
REQ-0942,OUT-0942,pass,,
REQ-0943,OUT-0943,pass,,
REQ-0944,OUT-0944,pass,,
REQ-0945,OUT-0945,pass,,
REQ-0946,OUT-0946,pass,,
REQ-0947,OUT-0947,pass,,
REQ-0948,OUT-0948,pass,,
REQ-0949,OUT-0949,pass,,
REQ-0950,OUT-0950,pass,,
REQ-0951,OUT-0951,pass,,
REQ-0952,OUT-0952,pass,,
REQ-0953,OUT-0953,pass,,
REQ-0954,OUT-0954,fail,MODEL_FILING,
REQ-0955,OUT-0955,pass,,
REQ-0956,OUT-0956,fail,CONSENT_EXISTS,
REQ-0957,OUT-0957,pass,,
REQ-0958,OUT-0958,pass,,
REQ-0959,OUT-0959,review,,CONTENT_SAFETY
REQ-0960,OUT-0960,pass,,
REQ-0961,OUT-0961,review,,CONTENT_SAFETY
REQ-0962,OUT-0962,pass,,
REQ-0963,OUT-0963,pass,,
REQ-0964,OUT-0964,pass,,
REQ-0965,OUT-0965,pass,,
REQ-0966,OUT-0966,fail,CONSENT_SCOPE_USAGE,
REQ-0967,OUT-0967,pass,,
REQ-0968,OUT-0968,pass,,
REQ-0969,OUT-0969,fail,CONSENT_EXISTS,
REQ-0970,OUT-0970,pass,,
REQ-0971,OUT-0971,review,,AIGC_VISIBLE_LABEL
REQ-0972,OUT-0972,pass,,
REQ-0973,OUT-0973,pass,,
REQ-0974,OUT-0974,pass,,
REQ-0975,OUT-0975,pass,,
REQ-0976,OUT-0976,pass,,
REQ-0977,OUT-0977,pass,,
REQ-0978,OUT-0978,pass,,
REQ-0979,OUT-0979,pass,,
REQ-0980,OUT-0980,fail,CONTENT_SAFETY,
REQ-0981,OUT-0981,fail,CONTENT_SAFETY,
REQ-0982,OUT-0982,pass,,
REQ-0983,OUT-0983,pass,,
REQ-0984,OUT-0984,pass,,
REQ-0985,OUT-0985,pass,,
REQ-0986,OUT-0986,pass,,
REQ-0987,OUT-0987,pass,,
REQ-0988,OUT-0988,pass,,
REQ-0989,OUT-0989,pass,,
REQ-0990,OUT-0990,review,,CONTENT_SAFETY
REQ-0991,OUT-0991,pass,,
REQ-0992,OUT-0992,pass,,
REQ-0993,OUT-0993,pass,,
REQ-0994,OUT-0994,pass,,
REQ-0995,OUT-0995,fail,CONSENT_SCOPE_USAGE,
REQ-0996,OUT-0996,pass,,
REQ-0997,OUT-0997,pass,,
REQ-0998,OUT-0998,pass,,
REQ-0999,OUT-0999,pass,,
REQ-1000,OUT-1000,pass,,
